age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,loan_default,proof_submitted_Driving,proof_submitted_PAN,proof_submitted_Passport,proof_submitted_VoterID
26,1,750396,854400,4,3,0,0,0,0,0
25,1,592236,750600,3,2,0,0,0,0,0
30,2,687756,780648,0,0,1,0,0,0,0
27,1,852204,1172844,0,0,1,0,1,0,0
32,2,649656,913500,0,0,0,1,0,0,0
35,2,627636,1000632,0,0,0,0,0,0,0
42,2,632220,753624,0,0,1,0,0,0,0
38,2,644736,780924,5,4,0,0,0,0,0
37,1,566388,741600,0,0,1,0,0,0,0
27,2,658356,993456,6,5,0,0,0,0,0
41,2,600936,693768,0,0,0,0,0,0,0
33,1,807228,925056,4,3,1,0,0,0,0
47,2,617136,950400,2,2,1,0,0,0,0
32,1,606636,758328,7.5,5,0,0,0,0,0
38,1,673908,836436,0,0,1,0,1,0,0
48,2,426444,591372,0,0,0,0,0,0,1
27,1,457008,766296,0,0,0,0,0,0,0
24,1,711108,1161924,0,0,0,0,0,0,0
31,2,915012,1197336,2,2,0,0,0,0,0
45,2,556188,913704,2,2,0,0,0,0,0
49,2,770556,921216,0,0,1,0,0,0,1
37,2,730164,921960,0,0,0,0,0,0,1
23,2,701076,924000,4,3,1,0,0,0,0
32,1,816984,957672,0,0,0,0,0,0,0
33,1,428604,705756,2,0,0,0,0,0,0
34,2,666156,847944,2,2,1,0,0,0,0
26,1,600936,767796,0,0,1,0,0,0,0
43,2,621600,768360,7.5,5,1,0,0,0,0
30,2,600036,762684,0,0,1,0,0,0,0
29,1,568188,776772,0,0,0,0,0,0,0
40,2,727764,900000,0,0,1,0,0,0,1
28,1,568188,808392,0,0,0,1,0,0,0
35,2,489528,791172,7.5,5,0,0,0,0,0
28,2,521148,715212,0,0,0,0,0,0,0
40,2,704556,869148,7.5,0,0,0,0,0,0
39,2,956796,1158600,6,3,1,0,0,0,0
26,1,606036,818760,3,3,0,0,0,0,1
27,2,890292,1197336,0,0,0,0,0,0,1
34,1,678108,869652,2,0,0,0,0,0,0
46,2,767364,870288,2,2,1,0,0,0,0
33,2,639636,872196,3,0,0,0,0,0,0
32,2,479772,812532,0,0,0,0,0,0,0
33,2,789588,1045200,7.5,5,0,0,0,0,0
31,1,834204,1004400,2,0,0,0,0,0,0
42,1,523404,696900,0,0,1,0,0,0,0
33,1,586188,708600,0,0,1,0,0,0,0
45,2,658956,761544,7,5,0,0,0,0,1
29,2,722556,1183488,0,0,0,0,0,0,0
27,2,806028,1197336,0,0,1,0,0,0,0
26,1,393384,863292,3,3,0,0,1,0,0
49,2,632436,1197336,0,0,1,0,0,0,0
33,1,605736,831816,0,0,0,0,0,0,0
35,2,645108,806304,7.5,5,0,0,0,0,0
28,1,599916,858048,3,2,0,0,0,0,0
28,2,544188,905556,0,0,0,0,0,0,1
44,2,805200,1023360,5,2,0,0,0,0,0
44,2,962424,1197336,0,0,1,0,0,0,1
25,1,662556,763308,0,0,1,0,0,0,0
45,2,778584,938160,4,4,1,0,0,0,0
43,2,674268,821712,7.5,5,0,0,0,0,0
48,2,532188,863448,7.5,3,1,0,0,0,0
34,1,806028,937800,7.5,2,1,0,0,0,0
34,1,652548,808116,0,0,0,0,0,0,0
38,2,574188,768612,2,2,1,0,0,0,0
45,2,579396,723600,4,0,1,0,0,0,0
29,1,643236,822540,2,0,1,0,0,0,0
38,1,606036,816000,0,0,1,0,0,0,0
43,2,746868,978708,0,0,0,0,0,0,0
30,2,715356,924720,0,0,1,0,0,0,0
44,2,580380,805044,0,0,0,0,0,0,1
33,1,631104,775104,3,0,1,0,0,0,0
30,2,825804,1133184,0,0,0,0,0,0,0
28,1,551388,1197336,5,5,0,0,0,0,0
25,1,512100,750924,0,0,0,0,0,0,0
48,1,608436,851040,0,0,0,0,0,0,0
47,1,492888,832860,7.5,5,0,0,0,0,1
45,1,705756,817596,2,2,1,0,0,0,0
44,1,762576,885000,0,0,1,0,0,0,0
23,2,768000,939888,7.5,4,0,0,0,0,0
29,1,976728,1197336,0,0,0,0,0,0,0
25,1,607236,797724,0,0,0,0,0,0,0
39,2,664956,770016,7.5,2,1,0,0,0,0
42,2,580188,1197336,3,0,0,0,0,0,0
33,2,825804,949644,7.5,5,1,0,0,0,0
46,1,338424,889836,0,0,0,0,0,0,0
38,1,645756,825468,7.5,3,0,0,0,0,0
42,1,727356,897336,6,4,0,0,0,0,0
27,1,636996,845940,7.5,2,0,0,0,0,0
33,1,574140,936000,0,0,0,0,0,0,0
36,1,339492,736116,4,4,0,0,0,0,0
26,2,704556,866868,5,4,0,0,0,0,0
29,2,897948,1197336,0,0,0,0,0,0,1
25,2,867804,1186332,0,0,0,0,0,0,0
43,2,431268,579240,2,2,1,0,0,0,0
27,1,574188,921792,4,2,0,0,0,0,0
39,2,734964,942012,0,0,0,0,0,0,1
48,1,657108,770604,7.5,4,0,0,0,0,0
46,2,876708,1156824,7.5,2,1,0,0,0,0
43,2,778584,951576,0,0,1,0,0,0,0
46,2,806028,964200,7.5,5,0,0,0,0,0
26,2,877200,1197336,0,0,0,0,0,0,0
43,2,976728,1197336,3,3,1,0,0,0,0
25,1,675108,824712,3,0,1,0,0,0,0
38,2,675108,836316,2,2,1,0,0,0,0
28,2,857400,1043124,0,0,1,0,0,0,0
22,2,639636,826620,0,0,0,0,0,0,0
41,1,663600,812616,0,0,1,0,0,0,0
34,2,652476,1197336,0,0,1,0,0,0,0
32,1,956232,1197336,0,0,0,0,1,0,0
32,1,766428,1188000,7.5,5,0,0,0,0,0
42,1,548988,800280,0,0,0,0,0,0,0
28,2,588936,831780,0,0,0,0,0,0,0
32,2,707364,1027356,0,0,0,0,0,0,0
28,2,675108,913740,0,0,1,0,0,0,0
33,1,594036,767904,0,0,0,0,0,0,0
33,1,597636,824520,0,0,1,0,0,0,0
33,1,580188,749052,0,0,0,0,0,0,0
28,1,584988,803388,0,0,0,0,0,0,0
33,2,570540,867888,4,3,0,0,0,0,0
41,1,529428,805500,0,0,0,0,0,0,0
36,2,976728,1197336,7.5,3,0,0,0,0,0
47,2,648156,836460,3,3,0,0,0,0,0
26,1,861804,1197336,0,0,1,0,0,0,0
34,2,684156,1045332,0,0,0,0,0,0,0
42,2,573276,742740,3,2,0,0,0,0,0
29,1,764028,1147992,2,2,0,0,0,0,0
43,2,586740,762960,5,0,1,0,0,0,0
24,2,630936,769452,0,0,1,0,0,0,0
38,2,688596,1197336,0,0,0,0,1,0,0
33,2,745764,853644,0,0,0,0,0,0,0
33,2,338424,677700,0,0,0,0,0,0,1
38,1,873804,1134000,0,0,0,0,0,0,0
48,1,338424,763416,3,3,0,0,0,0,0
32,2,574188,838044,5,2,0,0,0,0,0
25,1,725436,922848,0,0,1,0,0,0,0
24,1,548268,848028,2,2,0,0,0,0,1
43,2,520920,780948,0,0,0,0,0,0,0
38,1,976728,1197336,7,5,1,0,0,0,0
47,2,746556,977352,0,0,1,0,0,0,0
41,1,591636,740388,0,0,0,0,0,0,0
33,2,673908,840312,0,0,1,0,0,0,0
46,2,934548,1197336,3,0,0,0,0,0,0
25,2,601236,834468,0,0,0,0,0,0,0
24,1,976728,1197336,2,2,0,0,0,0,0
29,2,615636,776400,3,0,0,0,0,0,0
30,2,849804,960504,2,2,1,0,0,0,0
41,2,603336,699600,0,0,0,0,0,0,0
27,1,550188,780432,2,2,0,0,0,0,0
29,2,532728,1197336,3,2,1,0,0,0,0
26,2,443268,864468,0,0,0,0,0,0,0
45,2,770556,1038492,3,3,0,0,0,0,0
33,2,363408,822936,2,2,0,0,0,0,0
34,1,651636,735600,5,0,0,0,0,0,0
27,1,638436,808788,6,2,0,0,0,0,0
48,1,853476,933108,5,2,0,0,0,0,0
49,2,614676,769572,6,3,1,0,0,0,0
27,2,461268,769236,0,0,0,0,0,0,0
29,1,678156,814212,0,0,1,0,0,0,0
47,2,565740,807276,0,0,0,0,0,0,0
42,2,760164,870192,3,2,1,0,0,0,0
31,1,680448,865476,7.5,5,0,0,0,0,0
40,1,876336,1197336,0,0,0,0,0,0,0
30,1,407808,568224,2,2,0,0,0,0,0
32,2,559788,810504,0,0,1,0,0,0,1
30,1,406332,808080,0,0,0,0,0,0,0
26,1,872604,1169712,0,0,1,0,0,0,0
34,2,627636,826392,0,0,0,0,0,0,0
34,1,677508,1197336,7.5,5,0,0,0,0,0
37,2,365808,887520,0,0,0,0,0,0,0
31,1,636036,1003716,0,0,1,1,0,0,0
33,1,626436,803580,6,3,0,0,0,0,0
38,1,578988,737640,0,0,0,0,0,0,0
41,2,338424,652872,5,2,0,0,0,0,0
26,1,663108,943224,0,0,0,0,0,0,0
50,1,659508,791676,4,0,0,0,0,0,0
26,2,584988,719496,7.5,5,0,0,0,0,0
36,1,657108,828000,7.5,5,1,0,0,0,0
25,2,592188,822240,0,0,1,0,0,0,0
40,2,746964,1062000,0,0,1,0,0,0,0
40,2,556188,725520,7.5,2,0,0,0,0,0
47,1,562188,829920,0,0,0,0,0,0,1
31,2,508728,850464,0,0,0,0,0,0,1
41,2,606936,972000,0,0,0,0,0,0,0
31,1,620436,817440,0,0,0,0,0,0,0
32,2,690156,844416,6,3,0,0,0,0,0
37,1,699108,853860,2,0,0,0,0,0,1
28,2,903012,1163040,0,0,1,0,0,0,0
43,2,643236,734040,2,2,0,0,0,0,0
50,1,508728,737160,2,0,1,0,0,0,0
31,2,483600,900468,0,0,1,0,0,0,0
30,2,658236,934260,0,0,0,0,0,0,0
25,2,699108,1197336,0,0,0,0,0,0,0
38,2,706956,803580,0,0,1,0,0,0,0
30,2,976728,1197336,0,0,0,0,0,0,0
37,2,891012,1197336,0,0,0,0,0,0,1
31,2,644556,786000,2,2,0,0,0,0,0
36,2,520728,765300,0,0,0,0,1,0,0
37,2,818028,923100,0,0,0,0,0,0,0
47,2,878604,1197336,0,0,1,0,0,0,1
29,2,669756,927540,0,0,0,0,0,0,0
34,2,705108,821040,0,0,1,0,0,0,0
30,1,633636,835500,0,0,0,0,0,0,0
31,1,496728,803112,0,0,1,1,0,0,0
28,1,778584,1010400,3,2,0,0,0,0,0
28,1,684000,950580,7,4,1,0,0,0,0
34,2,710964,866904,2,2,1,0,0,0,1
29,1,976728,1197336,0,0,1,0,0,0,0
26,2,532728,1007592,0,0,0,0,0,0,0
32,2,606336,735924,0,0,0,0,0,0,0
27,2,675108,812748,5,5,1,0,0,0,0
41,2,976728,1197336,7,5,0,0,0,0,0
27,1,976728,1197336,0,0,0,0,0,0,0
33,2,687108,1068300,0,0,1,0,0,0,0
35,2,681108,902772,0,0,0,1,0,0,0
25,1,976728,1197336,0,0,1,0,0,0,0
32,2,595428,956580,7.5,3,0,0,0,0,0
38,1,750156,855816,0,0,1,0,0,0,0
28,1,568740,704664,2,2,1,0,0,0,0
30,2,524988,796404,3,3,0,0,0,0,0
46,2,633636,786000,0,0,0,0,0,0,0
48,2,558588,727140,0,0,1,0,0,0,0
48,1,521328,706140,3,2,0,0,0,0,0
31,2,365808,840804,2,0,0,0,0,0,0
32,1,746556,1197336,0,0,0,0,0,0,0
46,2,657108,830880,3,2,1,0,0,0,1
39,1,696156,807612,6,4,1,0,0,0,0
46,2,762504,920400,4,3,0,0,0,0,0
42,2,663108,797148,7.5,5,1,0,0,0,0
39,2,604536,863460,0,0,0,0,0,0,1
30,1,627636,777984,2,0,1,0,0,0,0
44,2,693108,841932,7.5,5,0,0,0,0,0
34,1,550248,719436,0,0,0,0,0,0,0
45,1,939012,1197336,0,0,0,0,0,0,0
41,2,568188,710160,3,2,0,0,0,0,0
27,2,607236,856980,0,0,1,0,0,0,1
27,2,924948,1177380,0,0,1,0,0,0,0
33,1,867804,1188504,7.5,5,0,0,0,0,0
47,1,545964,749316,2,2,1,0,0,0,0
47,2,648228,831276,7.5,5,0,1,0,0,0
28,1,520728,715200,0,0,1,0,0,0,0
41,2,666156,769740,2,2,1,0,0,0,0
28,1,629736,763524,0,0,0,0,0,0,0
41,2,591636,768120,0,0,0,0,0,0,0
29,2,408468,840864,0,0,1,0,0,0,0
39,2,642156,909156,0,0,1,0,0,0,1
28,2,675108,787536,0,0,0,0,0,0,0
42,2,508728,810000,0,0,0,0,0,0,0
38,1,610536,800400,0,0,1,0,0,0,0
27,1,565740,694068,0,0,0,0,0,0,0
28,2,684156,911892,0,0,0,0,0,0,0
32,1,688956,840120,0,0,0,0,0,0,1
34,1,385008,558240,0,0,0,0,0,0,0
38,1,734556,830724,5,0,1,0,0,0,0
33,2,939312,1197336,2,2,1,0,0,0,1
26,1,686556,846936,0,0,1,0,0,0,0
30,2,865476,1023756,7,5,0,0,0,0,0
41,1,754956,929160,0,0,0,0,0,0,0
29,1,728364,843396,0,0,0,0,0,0,0
47,2,643236,856200,0,0,0,0,0,0,0
42,2,675108,777876,7.5,5,0,0,0,0,0
39,2,712956,842244,4,0,1,0,0,0,0
37,1,658956,843624,4,2,0,0,0,0,0
43,1,541740,735600,0,0,0,0,0,0,0
28,2,756744,948288,0,0,1,0,0,0,0
42,2,860004,1192200,2,2,1,0,0,0,0
30,1,693108,873408,0,0,0,0,0,0,0
30,1,338424,862704,4,2,1,0,0,0,0
31,2,826476,1088040,7.5,5,0,0,0,0,0
30,1,746556,841200,0,0,1,0,0,0,0
32,2,687108,876432,0,0,0,0,0,0,0
27,2,877476,1197336,0,0,1,0,0,0,0
37,1,672000,851976,0,0,1,0,0,0,0
48,2,580188,864456,7.5,3,0,0,0,0,0
29,2,663108,791172,0,0,0,0,0,0,0
34,1,779568,939456,0,0,1,0,0,0,0
23,2,677508,819240,0,0,0,0,0,0,0
32,1,636936,873252,0,0,1,0,1,0,0
47,2,603636,799548,3,2,0,0,0,0,0
50,2,630936,1015416,6,4,0,0,0,0,1
42,1,568188,736260,2,0,0,0,0,0,0
40,2,565740,790128,6,2,0,0,1,0,0
35,1,613536,734820,0,0,1,0,0,0,0
44,2,638436,776508,0,0,1,0,0,0,0
35,2,593460,836688,2,2,0,0,0,0,0
26,2,702156,875580,0,0,0,0,0,0,0
47,2,367932,924000,0,0,0,0,0,0,0
32,1,616236,780000,0,0,0,0,0,0,0
25,2,574188,746292,2,2,1,0,0,0,1
29,2,538188,687588,0,0,1,0,0,0,0
31,2,556188,728940,4,2,0,0,0,0,0
27,1,697908,849180,0,0,0,0,0,0,0
28,2,657108,984780,0,0,1,0,0,0,0
26,1,417948,786264,0,0,0,0,0,0,0
36,2,693108,942060,0,0,1,0,0,0,0
29,1,636936,870000,0,0,1,0,0,0,0
48,1,870276,1194072,0,0,1,0,0,0,0
47,2,499128,733200,7.5,4,0,0,0,0,0
34,2,544188,783696,0,0,1,0,0,0,0
36,2,704964,859620,0,0,1,0,1,0,0
30,2,639636,869844,0,0,0,0,0,0,0
47,1,612000,875928,6,2,0,0,0,0,0
37,2,722364,884100,5,4,0,0,0,0,0
33,2,824028,1197336,7.5,4,0,0,0,0,0
31,1,653196,805488,3,2,1,0,0,0,0
33,1,867804,1064400,3,2,0,0,0,0,0
32,2,484728,767028,0,0,0,0,0,0,1
34,1,639636,828924,4,3,1,0,0,0,0
26,2,661188,1005936,0,0,1,0,0,0,0
25,2,411948,725352,0,0,0,0,0,0,0
34,2,480648,842940,0,0,0,0,0,0,0
30,2,600936,694056,4,3,1,0,0,0,0
43,1,701916,889752,0,0,0,0,0,0,0
24,2,612936,832800,0,0,0,0,0,0,1
41,2,443628,873984,3,2,0,0,0,0,0
47,2,546540,633660,5,2,1,0,0,0,0
47,1,534108,703620,7,5,1,0,0,0,0
44,2,597336,799632,0,0,0,0,0,0,0
50,1,711108,855996,5,3,1,0,0,0,0
33,2,600936,791700,0,0,1,0,0,0,0
49,1,651636,948900,2,2,0,0,0,0,0
45,1,865476,1008000,4,0,1,0,0,0,0
43,2,562188,865740,0,0,0,0,0,0,0
44,2,703908,800988,2,2,1,0,0,0,0
34,2,731364,885372,0,0,0,0,0,0,0
26,1,472044,869160,0,0,0,0,0,0,0
39,2,473592,585396,2,0,0,0,0,0,0
34,2,657108,769548,7,2,1,0,0,0,0
44,2,625236,821472,3,0,0,0,0,0,0
37,2,627636,1160796,2,2,1,0,0,0,0
28,2,584436,807840,2,2,1,0,0,0,0
22,2,430068,708468,0,0,0,0,0,0,0
28,2,847476,1086696,3,3,1,0,0,0,0
28,2,976728,1197336,0,0,1,0,0,0,0
33,1,976728,1197336,0,0,0,0,1,0,0
47,1,894984,1083576,0,0,0,0,0,0,0
29,1,684756,952920,0,0,0,0,0,0,0
28,2,496728,984600,0,0,0,0,0,0,1
42,2,933012,1197336,7.5,4,0,0,0,0,0
24,2,790584,1197336,0,0,0,0,0,0,1
40,2,710484,965532,0,0,0,0,0,0,0
40,2,976728,1197336,7,5,0,0,0,0,0
44,1,734964,838476,7.5,2,0,0,0,0,0
40,1,338424,561552,0,0,1,0,0,0,0
37,2,923556,1197336,0,0,0,0,0,0,1
31,1,675756,775212,7.5,4,1,0,0,0,0
39,1,504528,837096,7.5,3,0,0,1,0,0
42,1,618936,745404,0,0,0,0,0,0,0
29,1,792984,1007256,3,2,0,0,0,0,0
27,2,654984,865380,2,0,1,0,0,0,0
37,2,687108,849264,0,0,0,0,0,0,0
27,2,520728,715884,0,0,1,0,0,0,0
35,2,556188,868800,0,0,0,0,0,0,1
34,1,681108,787200,6,4,0,0,0,0,0
40,2,588936,785484,7.5,5,1,0,0,0,1
37,1,641736,737640,0,0,0,0,0,0,0
43,1,630156,942900,7.5,3,1,0,0,0,1
37,1,696156,962412,3,2,0,0,0,0,0
28,1,776028,986340,7.5,5,0,0,0,0,0
25,1,496728,594756,0,0,1,0,0,0,0
31,1,656556,756024,0,0,0,0,0,0,0
47,2,624936,813600,5,4,1,0,0,0,0
24,2,600936,840000,2,0,1,0,0,0,0
26,1,806028,1018836,0,0,0,0,0,0,0
28,2,474024,1197336,0,0,0,0,0,0,0
32,1,800184,1180500,0,0,0,0,1,0,0
48,2,505128,818256,0,0,0,0,0,0,0
36,2,547740,844656,3,3,1,0,0,0,0
29,1,631356,936204,3,3,0,0,0,0,0
28,2,484728,880584,0,0,0,0,0,0,0
25,1,903012,1197336,0,0,0,0,0,0,0
33,1,802704,967200,2,0,0,0,0,0,0
35,1,822828,944304,0,0,0,0,0,0,0
42,2,719364,821256,0,0,0,0,0,0,0
30,1,954756,1197336,0,0,0,0,0,0,0
50,2,663108,763164,2,2,0,0,0,0,0
34,1,864204,1136400,5,5,0,0,0,0,0
25,1,437268,724620,0,0,0,0,0,0,0
48,1,968796,1197336,0,0,1,0,0,0,0
30,1,670308,756912,7,5,1,0,0,0,0
45,2,648936,826800,7,4,0,0,0,0,0
29,1,849804,1197336,0,0,0,0,0,0,0
47,2,545964,714000,0,0,0,0,0,0,0
31,1,711636,1135680,0,0,1,0,1,0,0
25,1,338424,738240,0,0,0,0,0,0,0
36,1,603960,737676,0,0,0,0,0,0,0
43,2,750156,908304,7.5,4,0,0,0,0,0
45,2,716556,870804,0,0,0,0,0,0,0
46,1,696156,804900,0,0,0,0,0,0,0
31,1,742164,888000,3,2,0,0,0,0,0
48,2,666156,936000,3,2,0,0,0,0,0
25,2,645636,739356,0,0,1,0,0,0,0
39,1,667908,810648,4,4,0,0,0,0,0
37,2,976728,1197336,0,0,1,0,0,0,0
36,1,568188,673884,5,2,0,0,0,0,0
32,2,861312,1164912,0,0,1,0,0,0,0
34,2,976728,1197336,0,0,0,0,0,0,0
37,2,744564,955020,0,0,1,0,0,0,1
35,2,746760,898344,0,0,0,0,0,0,0
29,1,627636,725688,0,0,1,0,0,0,0
25,1,792984,1017096,0,0,1,0,0,0,0
34,2,713364,979272,0,0,1,0,0,0,1
32,1,708156,907680,0,0,0,0,0,0,0
35,2,879804,1197336,0,0,0,0,0,0,0
44,1,645600,773676,0,0,1,0,0,0,0
39,2,678600,787644,7.5,5,0,0,0,0,0
28,2,591636,780072,0,0,1,0,0,0,0
41,1,802428,913908,0,0,0,0,0,0,0
45,2,921012,1197336,0,0,0,1,0,0,0
24,2,507600,1183020,0,0,0,0,0,0,0
41,2,668556,850524,0,0,1,0,0,0,1
24,2,731364,927024,0,0,0,0,0,0,0
34,2,693108,800748,0,0,0,0,0,0,0
30,2,976728,1197336,5,3,0,0,0,0,0
26,2,818028,1051200,0,0,1,0,0,0,0
25,2,772584,1197336,0,0,1,0,1,0,0
27,1,687756,888000,0,0,0,0,0,0,0
35,2,770556,1136592,3,3,1,0,0,0,0
29,1,574188,793992,7.5,5,1,0,0,0,0
41,2,615636,854400,0,0,0,0,0,0,0
36,1,696156,917400,4,4,0,0,0,0,0
37,2,606036,913200,2,0,1,0,0,0,0
40,2,861804,1197336,0,0,0,0,0,0,1
28,2,514728,741048,2,0,0,0,0,0,0
31,1,654156,787680,0,0,1,0,0,0,0
46,1,756744,1170000,3,3,0,0,0,0,0
39,1,636636,808464,0,0,0,0,0,0,0
29,1,802584,983640,0,0,1,0,0,0,0
45,1,654708,887448,0,0,0,0,0,0,0
33,2,773628,897936,3,2,0,0,0,0,0
30,1,742956,941352,0,0,0,0,0,0,0
46,1,663108,813600,0,0,1,0,0,0,0
25,1,694800,859272,0,0,0,0,0,0,0
48,2,694956,797316,0,0,0,0,0,0,0
31,1,630096,819036,0,0,0,0,0,0,0
40,2,671592,843468,0,0,1,0,0,0,0
45,2,627336,810984,7.5,2,1,0,0,0,0
49,2,702156,930228,0,0,1,0,0,0,0
43,1,645948,1092840,7.5,5,0,0,1,0,0
26,1,855804,1140000,0,0,0,0,0,0,0
29,1,885804,1197336,7.5,5,0,0,0,0,0
31,2,744864,1125012,0,0,0,0,1,0,0
41,1,671508,772572,5,2,1,0,0,0,0
46,2,520728,838260,0,0,0,0,0,0,0
48,2,580188,824520,7.5,5,0,0,0,0,0
30,1,591636,768480,0,0,0,0,0,0,1
36,2,687108,800700,0,0,1,0,0,0,0
33,1,647748,783048,0,0,1,0,0,0,0
34,1,853824,1056000,0,0,0,0,0,0,0
34,2,640836,829260,3,2,0,0,0,0,0
32,2,580188,768804,2,2,0,0,0,0,0
48,2,568188,901116,0,0,0,0,0,0,0
44,1,591636,768600,7.5,4,0,0,0,0,0
39,1,673356,818340,6,4,1,0,0,0,0
41,1,544188,740412,0,0,0,0,0,0,0
35,2,731556,958068,6,5,1,0,0,0,0
44,2,896016,1197336,0,0,1,0,0,0,1
26,2,976728,1197336,0,0,1,0,0,0,1
48,2,664308,844260,0,0,0,0,0,0,0
27,1,976728,1197336,0,0,0,0,0,0,0
34,2,616836,773916,0,0,0,0,0,0,0
49,1,614436,755400,0,0,0,0,0,0,0
22,2,536940,796860,0,0,0,0,0,0,1
27,2,556188,776112,0,0,0,0,0,0,0
47,2,665748,808464,3,2,1,0,0,0,1
43,1,607236,918912,4,0,1,0,0,0,0
36,2,473268,753120,7.5,5,0,0,0,0,0
44,1,713364,1069356,7,4,0,0,0,0,0
46,1,720000,864492,7.5,5,0,0,0,0,0
33,1,610836,818520,0,0,0,0,0,0,0
31,2,734556,1044144,3,2,1,0,0,0,1
36,2,800028,1027716,2,2,0,0,0,0,0
31,2,799428,1197336,0,0,1,0,0,0,0
31,1,654108,805296,0,0,0,0,0,0,0
43,1,615636,843768,2,2,1,0,0,0,0
46,2,976728,1197336,7.5,5,0,0,0,0,0
40,1,512328,732000,4,3,1,0,0,0,0
31,1,561552,757800,0,0,1,0,0,0,0
33,1,627636,935964,7.5,4,0,0,0,0,0
36,2,593736,743280,0,0,1,0,0,0,0
40,2,648936,820080,2,0,0,0,0,0,0
45,2,617136,766752,0,0,1,0,0,0,0
33,2,633636,913200,0,0,0,0,0,0,0
38,2,532728,783696,2,2,0,0,0,0,0
44,2,826320,948516,0,0,1,0,0,0,1
27,1,738156,947556,0,0,0,0,0,0,0
39,1,538188,739428,2,2,1,0,0,0,0
45,2,692556,800280,5,5,0,0,0,0,0
37,1,576588,809712,7.5,5,0,0,0,0,0
34,2,872604,1197336,3,3,1,0,0,0,0
35,2,649236,750048,0,0,0,0,0,0,0
27,1,496728,712632,0,0,0,0,0,0,0
49,2,606936,727044,0,0,1,0,0,0,0
41,1,627036,920196,7.5,5,0,0,0,0,0
50,2,699108,888360,7.5,5,1,0,0,0,0
44,1,559740,729792,2,0,1,0,0,0,0
41,1,721764,819600,0,0,1,0,0,0,0
38,1,663108,832020,6,0,0,0,0,0,0
30,2,625716,754536,0,0,1,0,0,0,0
44,2,947832,1197336,0,0,0,0,0,0,0
34,2,615336,769344,0,0,1,0,0,0,0
24,2,461256,906000,2,2,1,0,0,0,0
30,2,672156,780000,0,0,0,0,0,0,0
39,2,476328,620400,0,0,1,0,0,0,0
45,2,758376,911304,5,3,0,0,0,0,0
38,1,699108,840264,7.5,4,0,0,0,0,0
34,2,675156,1082496,2,2,0,0,0,0,0
32,2,540216,661416,0,0,1,0,0,0,0
37,2,976728,1197336,0,0,0,0,0,0,0
34,2,861804,1197336,0,0,0,0,0,0,0
48,1,669036,782148,7,5,0,0,0,0,0
46,2,681756,1013016,0,0,1,0,0,0,0
26,1,789228,1020624,2,2,1,0,0,0,0
41,1,473268,802764,7.5,5,0,0,0,0,0
36,2,898392,1197336,2,2,0,0,0,0,0
32,1,688308,861480,7.5,4,0,0,0,0,0
27,1,870204,1197336,0,0,0,0,0,0,0
47,2,689436,1136328,2,2,0,0,1,0,0
40,1,685908,804012,5,2,0,0,0,0,0
49,2,610836,840000,7.5,5,0,0,0,0,0
33,1,711108,812268,7.5,4,0,0,0,0,0
48,1,612936,838212,0,0,0,0,0,0,0
36,1,729600,788508,7.5,5,1,0,0,0,0
44,2,774984,889008,4,0,0,0,0,0,0
31,1,538188,925872,0,0,1,0,0,0,0
26,1,867804,1045200,2,2,1,0,0,0,0
41,2,976728,1197336,3,0,0,0,0,0,1
34,2,703128,863232,0,0,1,0,0,0,0
48,1,674400,842412,0,0,1,0,0,0,0
27,2,732564,894000,0,0,1,0,0,0,0
43,1,749364,918924,0,0,0,0,0,0,0
37,2,441300,793992,0,0,0,0,0,0,0
36,2,612036,776568,3,2,0,0,0,0,0
30,2,359808,577728,3,2,0,0,0,0,0
43,2,772584,942000,7.5,3,1,0,0,0,0
43,2,416268,936000,2,0,1,0,0,0,0
38,2,682800,807120,0,0,1,0,0,0,0
29,2,731364,852660,3,3,0,1,0,0,0
26,1,532728,854400,0,0,1,0,0,0,0
32,2,719364,1083084,2,0,1,0,0,0,0
46,2,402588,822888,2,2,0,0,0,0,1
26,1,529428,776700,4,2,1,0,0,0,0
34,2,470532,911208,0,0,1,0,0,0,0
30,1,699108,837864,0,0,1,0,0,0,0
34,2,532728,725352,7,2,1,0,0,0,0
46,2,587436,795072,3,3,0,0,0,0,0
49,2,708864,873876,4,3,0,0,0,0,0
25,1,604140,787200,2,2,0,0,0,0,1
34,2,678108,978000,7.5,5,1,0,0,0,0
40,2,534132,813492,7.5,5,0,0,0,0,0
37,2,855804,1197336,0,0,1,0,0,0,1
38,2,559188,995100,2,0,0,0,0,0,0
32,1,508728,833472,7.5,5,0,0,0,0,0
41,2,831804,945600,4,4,1,0,0,0,1
29,2,687108,1162440,0,0,0,0,0,0,0
33,2,639636,871284,0,0,1,0,0,0,0
41,2,614436,800928,0,0,0,0,0,0,0
35,1,609636,776136,3,3,0,0,0,0,0
25,2,615636,854760,0,0,0,0,0,0,1
37,2,597480,873972,7.5,5,0,0,0,0,0
36,2,622836,847800,2,0,1,0,0,0,0
27,1,825384,1022292,0,0,1,0,0,0,0
31,2,377808,826920,0,0,1,0,0,0,0
42,1,746556,896064,0,0,0,0,0,0,0
23,2,636000,846768,2,2,1,0,0,0,0
29,2,833064,1197336,0,0,0,0,0,0,1
27,2,553980,673392,0,0,1,0,0,0,0
47,1,600936,787452,7.5,5,1,0,0,0,0
28,1,544188,818328,2,0,0,0,0,0,0
